loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], axisD[2], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], vbatLatest (V), amperageLatest (A), BaroAlt (cm), rssi, gyroADC[0] (deg/s), gyroADC[1] (deg/s), gyroADC[2] (deg/s), accSmooth[0], accSmooth[1], accSmooth[2], motor[0], motor[1], motor[2], motor[3], energyCumulative (mAh), flightModeFlags (flags), stateFlags (flags), failsafePhase (flags), rxSignalReceived, rxFlightChannelsValid
1048, 45617514,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.444, 1.750, 22, 511, 0.00, 0.00, 0.00,  58, 123, 1857, 148, 137, 137, 145, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1049, 45618525,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.444, 1.750, 22, 511, 0.00, 0.00, 0.00,  58, 124, 1857, 151, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1050, 45619534,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.444, 1.750, 22, 511, 0.00, 0.00, 0.00,  58, 123, 1857, 148, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1051, 45620545,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.444, 1.750, 22, 511, 0.00, 0.00, 0.00,  57, 123, 1857, 149, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1052, 45621553,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.444, 1.750, 22, 511, 0.00, 0.00, 0.00,  57, 123, 1856, 146, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1053, 45622563,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.444, 1.750, 22, 511, 0.00, 0.00, 0.00,  56, 124, 1856, 148, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1054, 45623580,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.444, 1.750, 22, 511, 0.00, 0.00, 0.00,  56, 124, 1856, 146, 138, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1055, 45624599,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.444, 1.750, 22, 511, 0.00, 0.00, 1.00,  55, 123, 1856, 146, 138, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1088, 45625611,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  55, 123, 1856, 146, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1089, 45626624,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  55, 124, 1855, 149, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1090, 45627630,  -2,   0,   3,   0,   0,   0,   0,   1,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  55, 124, 1856, 153, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1091, 45628639,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  55, 124, 1856, 151, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1092, 45629644,  -1,   0,   4,   0,   0,   0,   0,   1,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  55, 124, 1856, 154, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1093, 45630657,  -1,   0,   4,   0,   0,   0,   0,   1,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  55, 124, 1856, 152, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1094, 45631669,  -1,   1,   4,   0,   0,   0,   1,   2,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, -1.00, 0.00,  56, 125, 1857, 154, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1095, 45632859,  -1,   0,   4,   0,   0,   0,   1,   1,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, -1.00, 0.00,  57, 125, 1858, 152, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1096, 45634083,   0,   1,   5,   0,   0,   0,   1,   1,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, -1.00, -1.00,  58, 125, 1858, 152, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1097, 45635099,  -1,   0,   5,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, -1.00,  58, 125, 1859, 151, 137, 137, 145, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1098, 45636105,   0,   0,   5,   0,   0,   0,   1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, -1.00,  58, 125, 1859, 148, 137, 137, 149, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1099, 45637258,   0,   0,   5,   0,   0,   0,   0,  -1,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, -1.00,  59, 125, 1859, 146, 137, 137, 150, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1100, 45638267,   0,   0,   5,   0,   0,   0,   1,  -1,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, -1.00, 0.00, -1.00,  59, 125, 1859, 143, 137, 137, 153, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1101, 45639278,   0,   0,   5,   0,   0,   0,   1,  -1,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, -1.00, 0.00, -1.00,  59, 125, 1859, 144, 137, 137, 152, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1102, 45640290,   0,   0,   5,   0,   0,   0,   1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, -1.00, 0.00, -1.00,  59, 125, 1859, 146, 137, 137, 150, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1103, 45641301,   0,   0,   4,   0,   0,   0,   0,  -1,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, -1.00, 0.00, 0.00,  59, 126, 1859, 144, 137, 137, 150, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1104, 45642313,   0,   0,   5,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  59, 126, 1858, 148, 137, 137, 147, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1105, 45643326,   0,   0,   4,   0,   0,   0,   0,  -1,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  58, 126, 1858, 146, 137, 137, 148, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1106, 45644331,  -1,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  58, 126, 1857, 149, 137, 137, 144, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1107, 45645339,  -1,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  57, 127, 1857, 150, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1108, 45646345,  -1,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  57, 127, 1856, 147, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1109, 45647351,  -1,   0,   3,   0,   0,   0,  -1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  56, 126, 1856, 150, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1110, 45648364,  -1,   0,   3,   0,   0,   0,  -1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  56, 127, 1856, 148, 139, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1111, 45649383,  -1,   0,   3,   0,   0,   0,  -1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  55, 127, 1856, 149, 138, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1112, 45650395,  -2,   0,   3,   0,   0,   0,  -1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  55, 127, 1856, 152, 138, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1113, 45651405,  -2,   0,   3,   0,   0,   0,  -1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  54, 126, 1856, 150, 138, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1114, 45652440,  -2,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  54, 126, 1857, 150, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1115, 45653451,  -2,   0,   3,   0,   0,   0,   0,   1,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  54, 125, 1857, 153, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1116, 45654464,  -1,   0,   3,   0,   0,   0,   0,   1,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  55, 124, 1858, 151, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1117, 45655475,  -1,   0,   3,   0,   0,   0,   0,   1,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  55, 123, 1858, 152, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1118, 45656489,  -1,   0,   3,   0,   0,   0,   0,   1,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  55, 123, 1858, 151, 137, 137, 138, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1119, 45657666,  -1,   0,   4,   0,   0,   0,   0,   1,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  56, 123, 1859, 151, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1152, 45658870,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  57, 122, 1859, 149, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1153, 45659882,  -1,   0,   4,   0,   0,   0,   1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  57, 122, 1859, 145, 137, 137, 148, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1154, 45660895,  -1,   0,   4,   0,   0,   0,   1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  58, 122, 1859, 147, 137, 137, 146, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1155, 45661913,   0,   0,   4,   0,   0,   0,   1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, -1.00, 0.00, 0.00,  58, 121, 1860, 145, 137, 137, 147, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1156, 45662923,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  59, 121, 1860, 150, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1157, 45663933,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  60, 120, 1861, 150, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1158, 45664945,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, -1.00, 0.00, 0.00,  60, 120, 1860, 148, 137, 137, 144, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1159, 45665952,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  60, 120, 1860, 149, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1160, 45666957,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  60, 120, 1860, 148, 137, 137, 145, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1161, 45667972,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  60, 119, 1860, 149, 137, 137, 144, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1162, 45668979,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  59, 119, 1860, 149, 137, 137, 144, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1163, 45670019,  -1,   0,   4,   0,   0,   0,   0,  -1,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  59, 119, 1859, 147, 137, 137, 145, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1164, 45671035,  -1,   0,   4,   0,   0,   0,   0,  -1,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  59, 119, 1859, 148, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1165, 45672047,  -1,   0,   3,   0,   0,   0,  -1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  59, 119, 1859, 149, 138, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1166, 45673063,  -2,   0,   3,   0,   0,   0,  -1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  59, 119, 1858, 149, 138, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1167, 45674073,  -2,   0,   3,   0,   0,   0,  -1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  58, 119, 1858, 151, 137, 137, 138, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1168, 45675087,  -2,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  58, 120, 1858, 149, 138, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1169, 45676098,  -2,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  58, 120, 1858, 150, 137, 137, 138, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1170, 45677116,  -2,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  58, 120, 1859, 150, 137, 137, 138, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1171, 45678132,  -2,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  58, 120, 1859, 152, 137, 137, 138, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1172, 45679145,  -2,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  58, 120, 1859, 150, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1173, 45680151,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  58, 121, 1860, 149, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1174, 45681334,  -1,   0,   4,   0,   0,   0,   1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  58, 121, 1861, 148, 137, 137, 145, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1175, 45682531,  -1,   0,   4,   0,   0,   0,   1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  59, 121, 1861, 148, 137, 137, 145, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1176, 45683540,  -1,   0,   4,   0,   0,   0,   1,   1,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  59, 121, 1861, 149, 137, 137, 144, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1177, 45684550,  -1,   0,   4,   0,   0,   0,   1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  59, 121, 1862, 148, 137, 137, 145, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1178, 45685555,   0,   0,   4,   0,   0,   0,   1,   0,   0,  -2,   0,   5, 1000, 1.444, 1.750, 22, 511, 0.00, 0.00, 0.00,  60, 121, 1863, 147, 137, 137, 146, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1179, 45686568,   0,   0,   4,   0,   0,   0,   1,   0,   0,  -2,   0,   5, 1000, 1.444, 1.750, 22, 511, -1.00, 0.00, 0.00,  61, 122, 1863, 146, 137, 137, 148, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1180, 45687586,   0,   0,   4,   0,   0,   0,   1,   0,   0,  -2,   0,   5, 1000, 1.444, 1.750, 22, 511, -1.00, 0.00, 0.00,  61, 122, 1863, 144, 137, 137, 150, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1181, 45688620,   0,   0,   4,   0,   0,   0,   1,   0,   0,  -2,   0,   5, 1000, 1.444, 1.750, 22, 511, -1.00, 0.00, 0.00,  61, 122, 1863, 144, 137, 137, 149, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1182, 45689637,   0,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.444, 1.750, 22, 511, 0.00, 0.00, 0.00,  61, 122, 1864, 148, 137, 137, 146, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1183, 45690651,   0,   0,   5,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.444, 1.750, 22, 511, 0.00, 0.00, 0.00,  62, 123, 1864, 150, 137, 137, 145, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1216, 45691659,   0,   0,   5,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.444, 1.750, 22, 511, 0.00, 0.00, 0.00,  62, 123, 1863, 152, 137, 137, 144, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1217, 45692670,  -1,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   5, 1000, 1.444, 1.750, 22, 511, 0.00, 0.00, 0.00,  62, 123, 1863, 151, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1218, 45693679,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.444, 1.750, 22, 511, 0.00, 0.00, 0.00,  61, 123, 1863, 151, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1219, 45694688,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.444, 1.750, 22, 511, 0.00, 0.00, 0.00,  61, 124, 1863, 151, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1220, 45695701,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.444, 1.750, 22, 511, 0.00, 0.00, 0.00,  61, 124, 1863, 150, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1221, 45696718,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.444, 1.750, 22, 511, 0.00, 0.00, 0.00,  61, 123, 1862, 149, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1222, 45697726,  -1,   0,   3,   0,   0,   0,  -1,   0,   0,  -2,   0,   5, 1000, 1.444, 1.750, 22, 511, 0.00, 0.00, 0.00,  60, 123, 1862, 148, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1223, 45698732,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.444, 1.750, 22, 511, 0.00, 0.00, 0.00,  59, 123, 1862, 149, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1224, 45699735,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.444, 1.750, 22, 511, 0.00, 0.00, 0.00,  59, 123, 1861, 149, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1225, 45700737,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.444, 1.750, 22, 511, 0.00, 0.00, 0.00,  59, 123, 1861, 150, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1226, 45701740,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.444, 1.750, 22, 511, 0.00, 0.00, 0.00,  59, 123, 1861, 149, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1227, 45702744,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.444, 1.750, 22, 511, 0.00, 0.00, 0.00,  59, 123, 1860, 150, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1228, 45703762,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.444, 1.750, 22, 511, 0.00, 0.00, 0.00,  59, 123, 1861, 150, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1229, 45704780,  -2,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   5, 1000, 1.444, 1.750, 22, 511, 0.00, 0.00, 0.00,  59, 123, 1861, 153, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1230, 45705970,  -2,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  60, 122, 1864, 152, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1231, 45707169,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  61, 122, 1865, 150, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1232, 45708180,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  61, 121, 1867, 150, 137, 137, 144, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1233, 45709186,  -1,   0,   4,   0,   0,   0,   1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  61, 120, 1867, 148, 137, 137, 146, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1234, 45710195,  -1,   0,   5,   0,   0,   0,   1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  62, 120, 1868, 148, 137, 137, 147, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1235, 45711208,   0,   0,   5,   0,   0,   0,   1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, -1.00, 0.00, 0.00,  62, 120, 1869, 145, 137, 137, 150, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1236, 45712219,   0,   0,   5,   0,   0,   0,   1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, -1.00, 0.00, -1.00,  62, 119, 1870, 145, 137, 137, 151, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1237, 45713237,   0,   0,   4,   0,   0,   0,   1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, -1.00, 0.00, 0.00,  62, 119, 1870, 144, 137, 137, 151, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1238, 45714253,   0,   0,   4,   0,   0,   0,   1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, -1.00, 0.00, 0.00,  62, 119, 1871, 143, 137, 137, 151, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1239, 45715273,   0,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, -1.00, 0.00, 0.00,  62, 119, 1871, 144, 137, 137, 148, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1240, 45716283,   0,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, -1.00, 0.00, 0.00,  62, 119, 1871, 145, 137, 137, 145, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1241, 45717286,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  62, 119, 1871, 147, 137, 137, 144, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1242, 45718292,  -1,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  61, 119, 1871, 151, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
