loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], axisD[2], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], vbatLatest (V), amperageLatest (A), BaroAlt (cm), rssi, gyroADC[0] (deg/s), gyroADC[1] (deg/s), gyroADC[2] (deg/s), accSmooth[0], accSmooth[1], accSmooth[2], motor[0], motor[1], motor[2], motor[3], energyCumulative (mAh), flightModeFlags (flags), stateFlags (flags), failsafePhase (flags), rxSignalReceived, rxFlightChannelsValid
391, 45270774,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.850, 21, 511, 0.00, -1.00, 0.00,  57, 123, 1865, 147, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
392, 45271972,  -1,   0,   3,   0,   0,   0,   0,  -1,   0,  -2,   0,   4, 1000, 1.453, 1.850, 21, 511, 0.00, 0.00, 0.00,  57, 123, 1865, 144, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
393, 45272986,   0,   0,   2,   0,   0,   0,   1,  -1,   0,  -2,   0,   4, 1000, 1.453, 1.850, 21, 511, 0.00, 0.00, 0.00,  57, 122, 1865, 140, 137, 137, 147, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
394, 45274003,   0,   0,   2,   0,   0,   0,   1,  -1,   0,  -2,   0,   4, 1000, 1.453, 1.850, 21, 511, -1.00, 0.00, 0.00,  56, 122, 1865, 138, 137, 137, 149, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
395, 45275018,   0,   0,   3,   0,   0,   0,   2,  -2,   0,  -2,   0,   4, 1000, 1.453, 1.850, 21, 511, -1.00, 0.00, 0.00,  56, 122, 1864, 137, 137, 137, 152, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
396, 45276028,   0,   0,   3,   0,   0,   0,   2,  -2,   0,  -2,   0,   4, 1000, 1.453, 1.850, 21, 511, -1.00, 0.00, 0.00,  56, 122, 1864, 137, 137, 137, 152, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
397, 45277035,   0,   0,   3,   0,   0,   0,   1,  -2,   0,  -2,   0,   4, 1000, 1.453, 1.850, 22, 511, -1.00, 1.00, 0.00,  56, 121, 1863, 137, 137, 137, 152, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
398, 45278041,   0,   0,   3,   0,   0,   0,   0,  -2,   0,  -2,   0,   4, 1000, 1.453, 1.850, 22, 511, -1.00, 1.00, 0.00,  56, 121, 1862, 138, 137, 137, 150, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
399, 45279062,   0,   0,   3,   0,   0,   0,   0,  -1,   0,  -2,   0,   4, 1000, 1.453, 1.850, 22, 511, -1.00, 1.00, 0.00,  55, 121, 1861, 141, 137, 137, 147, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
400, 45280072,   0,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.850, 22, 511, -1.00, 0.00, 0.00,  55, 122, 1860, 146, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
401, 45281082,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.850, 22, 511, 0.00, 0.00, 0.00,  54, 122, 1859, 148, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
402, 45282098,  -1,   0,   3,   0,   0,   0,   0,   1,   0,  -2,   0,   4, 1000, 1.453, 1.850, 22, 511, 0.00, 0.00, 0.00,  54, 122, 1858, 151, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
403, 45283117,  -1,   0,   4,   0,   0,   0,  -1,   1,   0,  -2,   0,   4, 1000, 1.453, 1.850, 22, 511, 0.00, 0.00, 0.00,  54, 121, 1858, 153, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
404, 45284132,  -1,   0,   5,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.850, 22, 511, 0.00, 0.00, 0.00,  53, 121, 1858, 153, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
405, 45285144,  -1,   0,   5,   0,   0,   0,  -1,   1,   0,  -2,   0,   5, 1000, 1.453, 1.850, 22, 511, 0.00, 0.00, 0.00,  53, 122, 1858, 155, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
406, 45286160,  -1,   0,   4,   0,   0,   0,   0,   1,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  53, 121, 1857, 155, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
407, 45287176,  -1,   0,   4,   0,   0,   0,   0,   2,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, -1.00, 0.00,  53, 121, 1857, 157, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
408, 45288184,  -1,   0,   4,   0,   0,   0,   0,   1,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  52, 121, 1858, 156, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
409, 45289191,  -1,   1,   4,   0,   0,   0,   0,   2,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, -1.00, 0.00,  52, 121, 1858, 157, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
410, 45290202,  -1,   1,   4,   0,   0,   0,   0,   1,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, -1.00, 0.00,  52, 121, 1859, 154, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
411, 45291217,  -1,   1,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, -1.00, 0.00,  52, 121, 1859, 152, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
412, 45292234,  -1,   1,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, -1.00, 0.00,  52, 121, 1860, 153, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
413, 45293248,  -1,   1,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, -1.00, 0.00,  52, 121, 1860, 150, 137, 137, 138, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
414, 45294256,  -1,   1,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, -1.00, 0.00,  52, 122, 1861, 148, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
415, 45295432,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, -1.00, 1.00,  52, 122, 1862, 147, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
448, 45296627,  -1,   1,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, -1.00, 1.00,  52, 123, 1862, 148, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
449, 45297638,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  53, 124, 1862, 148, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
450, 45298650,   0,   0,   3,   0,   0,   0,   1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  53, 124, 1862, 143, 137, 137, 146, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
451, 45299668,   0,   0,   3,   0,   0,   0,   2,  -1,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, -1.00, 0.00, 0.00,  53, 124, 1862, 139, 137, 137, 151, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
452, 45300685,   0,   0,   4,   0,   0,   0,   2,  -1,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, -1.00, 0.00, 0.00,  54, 124, 1861, 140, 137, 137, 153, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
453, 45301711,   0,   0,   4,   0,   0,   0,   1,  -2,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, -1.00, 0.00, 0.00,  54, 124, 1861, 140, 137, 137, 153, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
454, 45302717,   0,   0,   5,   0,   0,   0,   0,  -1,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, -1.00, 0.00, 0.00,  55, 125, 1860, 143, 137, 137, 152, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
455, 45303720,   0,   0,   5,   0,   0,   0,   0,  -2,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, -1.00, 1.00, -1.00,  55, 124, 1860, 141, 137, 137, 155, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
456, 45304729,   0,   0,   5,   0,   0,   0,   0,  -1,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, -1.00, 0.00, -1.00,  55, 124, 1859, 143, 137, 137, 152, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
457, 45305736,   0,  -1,   5,   0,   0,   0,   0,  -1,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, -1.00, 1.00, -1.00,  55, 125, 1858, 146, 137, 137, 151, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
458, 45306741,   0,  -1,   5,   0,   0,   0,   0,  -1,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, -1.00, 1.00, -1.00,  55, 125, 1858, 145, 137, 137, 150, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
459, 45307746,  -1,   0,   5,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 1.00, 0.00,  55, 125, 1858, 148, 137, 137, 147, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
460, 45308764,  -1,   0,   5,   0,   0,   0,  -1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 1.00, 0.00,  56, 125, 1858, 150, 137, 137, 145, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
461, 45309777,  -1,   0,   5,   0,   0,   0,  -1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  56, 125, 1857, 152, 137, 137, 144, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
462, 45310822,  -1,   0,   5,   0,   0,   0,  -1,   1,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, -1.00,  56, 126, 1857, 155, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
463, 45311831,  -1,   0,   5,   0,   0,   0,  -1,   1,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, -1.00,  56, 126, 1858, 157, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
464, 45312835,  -1,   0,   5,   0,   0,   0,  -1,   1,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, -1.00,  56, 125, 1858, 158, 137, 137, 138, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
465, 45313837,  -2,   0,   5,   0,   0,   0,  -1,   1,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  56, 125, 1859, 157, 137, 137, 138, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
466, 45314839,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  56, 125, 1859, 153, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
467, 45315843,  -1,   0,   4,   0,   0,   0,   0,   1,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  55, 125, 1860, 154, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
468, 45316854,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  56, 125, 1861, 152, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
469, 45317876,  -1,   0,   3,   0,   0,   0,   0,   1,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  56, 124, 1862, 153, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
470, 45318891,  -2,   0,   3,   0,   0,   0,   0,   1,   0,  -2,   0,   5, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  56, 124, 1863, 154, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
471, 45320077,  -1,   0,   2,   0,   0,   0,   0,   1,   0,  -2,   0,   4, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  56, 124, 1863, 150, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
472, 45321277,  -1,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  56, 124, 1864, 147, 137, 137, 138, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
473, 45322283,  -1,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  57, 124, 1865, 144, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
474, 45323288,  -1,   0,   2,   0,   0,   0,   1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  56, 124, 1865, 144, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
475, 45324294,  -1,   0,   3,   0,   0,   0,   1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  56, 125, 1865, 145, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
476, 45325302,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.750, 22, 511, 0.00, 0.00, 0.00,  57, 125, 1865, 147, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
477, 45326320,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  57, 125, 1865, 148, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
478, 45327343,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  57, 125, 1865, 146, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
479, 45328356,  -1,   0,   3,   0,   0,   0,   0,  -1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  57, 125, 1865, 143, 137, 137, 146, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
512, 45329363,   0,   0,   3,   0,   0,   0,   0,  -1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  58, 125, 1864, 141, 137, 137, 148, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
513, 45330375,   0,   0,   4,   0,   0,   0,   1,  -2,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  58, 125, 1864, 139, 137, 137, 152, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
514, 45331381,   0,   0,   4,   0,   0,   0,   1,  -1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, -1.00,  59, 124, 1864, 142, 137, 137, 151, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
515, 45332387,   0,   0,   4,   0,   0,   0,   0,  -1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 1.00, -1.00,  59, 124, 1863, 142, 137, 137, 152, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
516, 45333398,   0,   0,   5,   0,   0,   0,   0,  -1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, -1.00,  59, 124, 1863, 144, 137, 137, 151, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
517, 45334400,   0,  -1,   5,   0,   0,   0,   0,  -1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 1.00, -1.00,  59, 124, 1863, 145, 137, 137, 151, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
518, 45335413,   0,  -1,   5,   0,   0,   0,   0,  -1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 1.00, -1.00,  59, 124, 1862, 147, 137, 137, 150, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
519, 45336432,   0,   0,   5,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 1.00, -1.00,  59, 124, 1862, 149, 137, 137, 148, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
520, 45337454,  -1,   0,   5,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, -1.00,  60, 123, 1862, 151, 137, 137, 146, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
521, 45338463,  -1,   0,   5,   0,   0,   0,  -1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, -1.00,  61, 122, 1862, 153, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
522, 45339467,  -1,   0,   4,   0,   0,   0,  -1,   1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, -1.00,  62, 121, 1861, 156, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
523, 45340482,  -1,   0,   3,   0,   0,   0,  -1,   1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  62, 120, 1861, 154, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
524, 45341487,  -1,   0,   3,   0,   0,   0,  -1,   1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  62, 120, 1861, 154, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
525, 45342495,  -1,   0,   2,   0,   0,   0,  -1,   1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  62, 119, 1862, 153, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
526, 45343677,  -1,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 1.00,  63, 118, 1862, 148, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
527, 45344886,  -1,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 1.00,  63, 117, 1861, 149, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
528, 45345907,  -1,   0,   1,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 1.00,  63, 117, 1861, 146, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
529, 45346920,  -1,   0,   1,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 1.00,  63, 117, 1861, 145, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
530, 45347929,  -1,   0,   1,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 1.00,  63, 117, 1861, 142, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
531, 45348933,  -1,   0,   1,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 1.00,  63, 116, 1861, 142, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
532, 45349939,  -1,   0,   1,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 1.00,  63, 116, 1860, 143, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
533, 45350953,  -1,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 1.00,  63, 116, 1860, 142, 138, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
534, 45351956,  -1,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  63, 116, 1859, 144, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
535, 45352966,  -1,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  63, 116, 1859, 144, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
536, 45353980,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  64, 115, 1859, 146, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
537, 45354999,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  63, 116, 1858, 146, 137, 137, 144, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
538, 45356013,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, -1.00,  63, 116, 1858, 147, 137, 137, 146, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
539, 45357026,  -1,   0,   5,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, -1.00,  63, 116, 1858, 148, 137, 137, 146, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
540, 45358044,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, -1.00,  64, 115, 1858, 145, 137, 137, 148, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
541, 45359054,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, -1.00,  63, 115, 1857, 146, 137, 137, 147, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
542, 45360061,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, -1.00,  63, 116, 1857, 147, 137, 137, 145, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
543, 45361072,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, -1.00,  63, 116, 1858, 148, 137, 137, 145, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
576, 45362087,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, -1.00,  63, 115, 1858, 150, 137, 137, 144, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
577, 45363105,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, -1.00,  63, 115, 1858, 150, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
578, 45364128,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  63, 116, 1858, 149, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
579, 45365139,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, -1.00,  63, 117, 1858, 150, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
580, 45366150,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.800, 22, 511, 0.00, 0.00, -1.00,  63, 117, 1859, 148, 137, 137, 145, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
581, 45367332,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.800, 22, 511, 0.00, 0.00, 0.00,  63, 117, 1859, 149, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
582, 45368531,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.800, 22, 511, 0.00, 0.00, 0.00,  63, 118, 1860, 148, 137, 137, 144, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
583, 45369537,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.800, 22, 511, 0.00, 0.00, 0.00,  63, 118, 1861, 150, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
584, 45370549,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.800, 22, 511, 0.00, 0.00, 0.00,  63, 118, 1861, 151, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
585, 45371568,  -1,   0,   2,   0,   0,   0,   0,   1,   0,  -2,   0,   4, 1000, 1.453, 1.800, 22, 511, 0.00, 0.00, 0.00,  63, 119, 1861, 150, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
586, 45372589,  -1,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.800, 22, 511, 0.00, 0.00, 0.00,  63, 119, 1861, 148, 137, 137, 138, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
